original_text,source,pornografi,sara,radikalisme,pencemaran_nama_baik
"    saya  sebagai muslim  tidak merasa pak   menistakan kitab suci Alquran, karena dalam Alquran sendiri  ada  beberapa  suku kata yang sampai detik ini belum diketahui makna faktualnya oleh umat islam, tapi kami yakini kata tersebut ada makna yang tersirat (fiksi) yang belum  ",twitter,0,0,0,0
  eh kasar kau kampang    ,twitter,1,0,0,1
  BENTAR LAGI GUA RILIS ALBUM THE ONTAs                     ,twitter,0,1,0,0
  Ada cebong bang dia merasa paling benar    ,twitter,0,0,1,1
Najis banget gue ngetwit apa barusan wey    ,twitter,0,0,0,1
Kamu transgender atau gimana anjing        ,twitter,0,0,0,1
  awas bintitan lu ngintipin titit kucing    ,twitter,1,0,0,0
"      Bawel, baper, bolot, baik, bodor , gaje          apa ya udah itu aja deh      ",twitter,0,0,0,1
"          Gue saranin gak  perlu banyak bacot maling ayat, langsung to the point aja lu jadi orang... yang  tidak sepaham lu teriakin aja kafir sesat, liberal, pemuja dukun, bla blaaa.. pasti hatimu puas dehh ..      ",twitter,0,1,0,1
jangan salah target bukan ahok... agenda utama lengserkan Jokowi ..,twitter,0,0,1,1
    masa baru kena hestek aja udah kepanasan ??? Kepo banget      2019 Ganti Presiden,twitter,0,0,0,1
"  Maju lu sini duit tapi kau goyang kaki tak buat pape , mana la duit nak maju kata kau bodo     ",twitter,0,0,0,1
    HKBP berdiri itu sejak pecahnya kristen katholik pada zaman penjajahan belanda dulu  tidak ada yang namanya kristen protestan yang ada cuma  kristen katholik. Terjadilah perpecahan dan berdirilah HKBP yang pertama kali di tarutung.  Nah sekarang anda saya ,twitter,0,0,0,0
"  Ha .. ha .. Banyak baca biar pintar ... JEPANG, AMERIKA, CHINA... Utang sama siapa ... Anda tau enggak ..?  ",twitter,0,0,0,0
Prabowo Sudah Kalah Menyebut Bantuan Jokowi Hanya Pencitraan Adalah Ratapan Pilu,twitter,0,0,1,1
    dan yang takut dengan adzan adalah IBLIS    ,twitter,0,0,0,0
    yang goblog itu adalah bani cebong tukang tipu penjilat penguasa yang ketahuan gerakin masa yang dibayar pakai nasi bungkus . Propaganda nasi bungkus  memang selalu gagal.    ,twitter,0,0,1,1
        Wuih... cebong sewot...       ,twitter,0,0,1,1
2. Gerakan ini menekankan pentingnya kerja keras secara total untuk tingkatkan potensi bangsa,twitter,0,0,0,0
Padahal gubernur saat ini Djarot. Mayoritas partai politik di DPRD juga pendukung Ahok Djarot. Payah ya mereka     ,twitter,0,0,1,1
"    rezim rusak bukan memperbaiki saya steamnya malah sibuk cari2 kesalahan kalau  itu pasti ketemu aja, KPK alatnya, besok pemerintah berganti berulang kembali engah pernah selesai siapapun oranganisasi, orangnya      ",twitter,0,0,0,0
"  Saat orang orang saling menuding antek asing, asing sesungguhnya bertepuk tangan.      ",twitter,0,1,0,1
  Nah loh katanya anti asing    ,twitter,0,1,0,1
"  Selamat Pak   Semoga Bisa Terus Berkiprah, Bahkan tingkat  Nasional.  ",twitter,0,0,0,0
 Asaya ik menang saya sih ikut ulama saja,twitter,0,0,0,0
  Yang saya ketahui bahwa di ketapang banyak tka asing yang berkerja di berbagai perusahaan. Termasuk pt who tambang bouksid yang viral saat pilpres dulu.  Dan bisa jadi ini karena kerja sama tersebut terjadi di era gubernur cornelis dan wakilnya ora,twitter,0,0,0,0
  Anak pecun... ga jauh2 dari hobi zina.. haha    ,twitter,1,0,0,1
  QUE BOM SB bisa NSN    ,twitter,0,0,0,0
"    Istirahat aja pak presiden momentum sudah berlalu, saya pernah jadi saksi telinga dan mata awal rapat pembentukan PD di Pacitan tahun 2003  ",twitter,0,0,0,0
"  Pada 1979, House Select Committee on Assassinations (HSCA) menemukan cacat investigasi yang dilakukan FBI dan Warren Commission. HSCA juga menyimpulkan ada empat tembakan yang dilakukan dan kemungkinan terdapat konspirasi di dalamnya.      ",twitter,0,0,0,0
"    Tak terasa genap 1 tahun mendatang 17 April 2018 akan digelar Hajatan pilpres, acara tahunan Negara Indonesia untuk memilih Presiden. Semoga senantiasa berjalan aman dan lancar. Amin.  ",twitter,0,0,0,0
  Ian pantat    ,twitter,1,0,0,1
"      Ngakunya orang pintar dan beragama, emangnya agama mana yang memperbolehkan menista dan menghujat orang lain???. jangankan orang bodoh, orang yang ( maaf) sejak lahir idiot sekalipun dia, kita harushargain sebagai sesama ciptaan Tuhan. Ingat : iblis itu juga pintar dan sangat licik!!!      ",twitter,0,0,0,1
Pendaftaran Capres untuk  Pilpres 2019 saja belum dibuka sampai Agustus 2018...yang normatif begini politikus PDIP masih belum paham?  2019 Ganti Presiden !!,twitter,0,0,1,0
Si tolol udah tau pemerintah rezim komunis ini bobrok koruptor bisa pimpinan sidang DPR paya cebong   ,twitter,0,0,1,1
dari dulu kenapa bapak gue kalau ke mantan mantan gue selalu mgerasa sedih sampai kepikiran dan ga bisa tidur lohh?!! dan gue ngerasa jadi anak yang brengsek aja gitu ke laki2   ))    ,twitter,0,0,0,1
Cina perusak bangsa!! Usir !! Stuju??,twitter,0,1,0,1
 2019 Ganti Presiden scra konstitusional hak setiap rakyat woiii!! . Gini nih kalo planga plongo tapi kelakuan otoriter.,twitter,0,0,0,1
Mari kita wujudkan Pilkada Kota Bengkulu 2018 aman dan damai.  .  .   ,twitter,0,0,0,0
"  Mau tanya serius ini sama presiden jokowi======= kenapa yang ada cuma  islam nusantara,kenapa  tidak ada kristen nusantara, buddha ,hindu bahkan kong huchu nusantara???      ",twitter,0,0,0,0
KORSA: Pernyataan Moeldoko Bukti Istana Takut dengan Kebangkit an Umat Islam,twitter,0,0,0,0
cowo yang jago daria seks mana? sini ngentot sama adek - luvian    ,twitter,1,0,0,0
"    kroasia itu kapir tauuu,ngapain belajar sama kapir...udah lupa sama kapling sorga??      ",twitter,0,1,0,1
    loh bukan nya meentari suharto  ada yang homo?    ,twitter,1,0,0,1
Gue tau loh bukan yang dulu yang masih culun dan cemen semua orang pasti akan berubah perlahan2 entah itu baik / buruk       ,twitter,0,0,0,0
Pada perang salib dulu itu kerajaan di Afrika terbagi dua yakni Babilonia pemeluk kristen dan Tobaco pemeluk islam    ,twitter,0,0,0,0
"  Kejar setoran  memang cukup bangsad, mana rupiah turun     ",twitter,0,0,0,1
"  Moga ini ada tindaklanjutnya!    Pelaporan terhadap ?penista agama? Ade Armando akan dilakukan langsung oleh Ketua Umum FPI KH. Shobri Lubis ke Bareskrim Mabes Polri, Gambir, jakarta Pusat pada Selasa (10/4) pukul 13.00 WIB.   Perhaps     ",twitter,0,1,0,1
                bangke .. hajar!!!!    ,twitter,0,0,0,1
      . Onta mati kalo kebanyakan Minum    ,twitter,0,1,0,0
   Ahok tenang mereka terus was-was hadepanya              ,twitter,0,0,0,1
Itu baru di Sul Teng.. !!!  Ini ekses akibat tersandera hutang china !!!   2019 Ganti Presiden    2019 Presiden Baru     2019 Tetap JokowiGanti,twitter,0,0,0,1
"  6. Pride (Yunani phania) keangakuhan/harga diri/kesombongan dikenal juga dengan sebutan hubris/vanity. harga diri yang tinggi dapat merubah manusia sombong, kesombongan membuat manusia terkutuk di mata tuhan.dan dapat membuat manusia mencintai dirinya sendiri-      ",twitter,0,0,0,0
"  Aku bertanya  tujuan pada hati Logikaku yang menjawab  Tapi hati tak tenang Aku bertanya  pada logika  Hatiku sedih  Ku cari jawaban dalam wasiat yang Beliau tinggalkan.  Dan aku mulai menjadi terasing dan asing di mata manusia.  Tak apa duhai diri, ada  ",twitter,0,0,0,0
  Tak hanya kurang bertajinya kpk era ini...tapi era ini juga komitmen dalam pemberantasan korupsi  tidak seperti di era Pak sby....,twitter,0,0,0,0
    : Admin tolol di partai tolol partai Tolol untuk orang Tolol    ,twitter,0,0,1,1
"      : Ayu Ting Ting Goyang Hot Dekat Raffi Ahmad, Nagita Slavina: Kampungan, Norak     ",twitter,0,0,0,1
Video tentang TKA dibuat oleh Malaysia tapi mengutip pernyataan saya di  ,twitter,0,0,0,0
PPP: Jangan Buru-buru Tolak Wacana Pilkada Lewat  DPRD,twitter,0,0,0,0
"  Random pagi2 ada Bapak2 nyamperin ke meja kerja terus nanya     pake bedak apa sih biar mukanya bersih, istri saya butek soalnya     Ingin kujawab pake air wudahu tapi ku Kristen.      ",twitter,0,0,0,0
    KO GUA KAMPRET    ,twitter,0,0,1,1
Memek lonte pengen disodok kontol gede    ,twitter,1,0,0,0
Jokowi aja yang mundur.   tutup.   ,twitter,0,0,1,1
"    Ngomong opo itu.mulut kok seperti banci...beli kaca dulu lihat dirimu,. Broo      ",twitter,0,0,0,1
  Ada amin rasis. Ada amat dani Ada ratna si paiiit. Ada si onta. Ada si lobang anus. jadii jangan takut wo wo.. Kehabisan obat penenang yah.    ,twitter,1,0,1,1
  Tunggu komando IMAM BEJAT CABUL   . TAIK BEER    Ape2 bawa ULAMA... DASAR Bajingan SEMPAK    ,twitter,1,1,1,1
Kabinet berantakan  Pemecah belah persatuan hanya ada di rezim ini    ,twitter,0,0,1,0
"  dih! Ngaku lebih pinter dari orang politik, NGACA DULU WOYY tampang  lo aja   orang BEGO!!!   ckakakakak      ",twitter,0,0,1,1
"   PDI Perjuangan Menang Dengan menekan perusahaan tambang dengan target proyek yang impossible, lalu dilelang murah pada antek Cina. NTB contoh kasus. PDIP mau menang? Dasar bajingan      ",twitter,0,0,1,1
    ga percaya sama mulut buaya mu bang    ,twitter,0,0,0,1
"  2019, jika SBY + PRABOWO menyatu melawan MEGA + JOKOWI , maka peristiwa 2004 akan terulang dimana PDIP yang Incumbent dikalahkan mutlak oleh SBY.     tapi jika jokowi +MEGA+SBY melawan PRABOWO, maka Pilpres selesai sudah.     Jika 3 Poros di Pilpres, mk salah satu Lawan  ",twitter,0,0,0,0
       Jangan kayak BANCI KALENG kamu GATOT sering buat Gaduh gentleman lah MUNDUR siap bersaing di pemilihan presidens 2019 melawan Jokowi ,twitter,0,0,0,1
bebal...,twitter,0,0,0,0
"  5. Yang terakhir karena Indonesia negara dengan populasi muslim terbesar di dunia, yang mana Islam saat ini merupakan musuh barat   Komunis karena dapat menghambat agenda dan kepentingan mereka.(Obviously)      ",twitter,0,0,0,0
    umuh    persib persib kunyuk!!!!       ,twitter,0,0,0,1
    Buat film muslim pilih ahok mati nggak di sholatin......  dijamin laris ......,twitter,0,1,1,1
  tapi banu banu Yahudi itu tentu beda dengan banu banu Kristen syariac. salah satu perbedaan ada banu Yahudi tetep pake     eloah/ elohim/ yahwe/     sedangkan  syariac sudah pake     alah/ allah          ,twitter,0,0,0,0
  Eh kenapa muka merah2 tu? Tak dapet  cendol ke? Bukan la setan cuaca sekarang ni panas.    ,twitter,0,0,0,0
Pemberitaan saracen diframing katak seakan tim prabowo dan anies-sandi. Sebetulnya itu media menumpahkan sakit hati katak dan cebong. *Ehe,twitter,0,0,1,1
"  Giat Bhabinkamtibmas Brigpol Mbisa  Sihombing pd hari ini, Rabu 11 April 2018 melaks sambang desa dan tatap muka sekaligus monitoring Kamtibmas menuju Pilkada 2018 di Desa Lobusiregar I, tepatnya dirumah Rudi Panjaitan, Helman Siahaan dan Hotman Siahaan   ",twitter,,,,
sayang begitu ya ngeliat perempuan kayak gini... Gak ada status apa2 tapi udah nemplok sama laki-laki sana sini. Haduh.... Nagita Slavina Blak-blakan Sebut Ayu Ting Ting Kampungan      VIVA   ,twitter,0,0,0,1
  jangan lupa juga kang.... Umat katholik dan minoritas lainnya diperhatikan Gubernur untuk semua golongan bukan satu golongan.    ,twitter,0,0,0,0
        Kan ane bukan cebong udeh dibilangin dari maren masih ngeyel Situ maksa ane jadi cebong?    ,twitter,0,0,0,1
"    Kelemahan gerindra  itu ada di orang ini,...Prabowo turun elektabilitasnya karena CONGOR fadli zon seperti DURNO      ",twitter,0,0,1,1
"  Selamat Hari Kartini, setiap kali selalu dirayakan, lalu apa maknanya kali ini  ? ?  ",twitter,0,0,0,0
"  Foto memang bisu ,tapii memiliki banyak arti  yang susah diartikan,sama seperti kamu susah diartikan,mau putus atau lanjut ?      ",twitter,0,0,0,0
  wakakakaka aku sudah mengalaminya    tetiba muncul grub wa atas nama Bani Abd Hadi a.k.a mbahku dan seketika aku mek kenal beberapa orang saja      ,twitter,0,0,0,0
"  abam pres badar n nuqaba paling boekkk ???, dia ni hebat dalam bidang agama,  takut nak tegur member sendiri, dan selalu wat lawak hambar (yang paling aku ingin tu sampai sekarang lawak dia kaau orang cakap jom gerak sekarang dia akan gerakkan badan dia yang chubby tu) ???,  ",twitter,0,0,0,0
 ??Seorang anak Pekan telah mengilah mkan Dasar Ekonomi Baru (DEB) dan menjadi penggerak utama kepada kemajuan ekonomi luar bandar. Beliau adalah Allahyarham Tun Abdul Razak ?? - DS    MalaysiaMemilih  Hogoh Undi,twitter,0,0,0,0
"      Hahaha sialaaan nih si  ,    ternyata kalo lagi laper,   presiden juga mau disikat sama doi ??? ??      ",twitter,0,0,0,1
"        mau menasehati kali supaya ga ugal2an nih rezim.. eh tapi ini negeri sudah keburu ancor..nah sekarang saja ekonomi morat marit,, kacaoooooo!!      ",twitter,0,0,1,0
"    aelaah silit kebeler,. ngapa dikasianin,., orang makin sayang saya pak,., setelah kasus sosmed gue baru sadar beberapa hal di seitansai kemarin.,. tar gue ceritain,., duuuhhh,.               ",twitter,1,0,0,1
"    iya, tadi ih cacad      ",twitter,0,0,0,1
"    tahun 2019 Rakyat makan ASPAL dan BETON  ini adalah solusi jitu mengurangi kemiskinan    KEAHLIAN CEBONG HANYA 1, TUKANG TIPU !!!  cebong mah gitu, goblok nggak ketulungan. Plonga plongo mengakibatkan optimisme berlebihan     2019 Ganti Presiden    ",twitter,0,0,1,1
    Aku pernah sempat baca tentang Harun Yahya ini yang     membelot     ke kubu Yahudi dengan Freemasonry nya...kadang suka ga percaya...      ,twitter,0,0,0,0
Kita Maju Bersama Ulama   Kita Bergerak Bersama Semua Tokoh Agama untuk Indonesia   Nderek Gus Mus,twitter,0,0,0,0
"   Mukidi Kepedean   pertanyaan  mudah ya..  Dijawab yang keras , tapi Saya minta dijawab yang keras , siapa nama Saya ?  ",twitter,0,0,0,0
  Kemarin di hujat sekarang mengharap dasar para bani kamprey    ,twitter,0,1,0,1
"    Penjelasan saya  bukan FITNAH, silahkan DIBANTAH   Apollinaris Darmawan Sebut Al-Quran Kitab Sampah  ",twitter,0,1,0,0
"  Monyet aja ko lo dibilang saudaria sama elo pasti ogah, hidupmu kok gini amat ya.. itu Hati apa comberan?        ",twitter,0,0,0,1
Body Lufra/ scrub dengan bahan dasar lidah buaya untuk melembabkan kulit   lebih bcahaya info: 087812026394  BMI    ,twitter,0,0,0,0
  Tak punya cacat di masa lalu karena belum  bermasa lalu    ,twitter,0,0,0,0
    jangan2 penganut bumi datar juga? \     soalnya teori bumi bulat kan dari orang asing yang notabane musuh mereka.    ,twitter,0,0,0,0
"  Becak Warga Binjai Hendak Disita karena Gunakan Tenda Bertuliskan  2019 Ganti Presiden, PKS MERADANG    Bukti pemerintah panik dan takut?     ",twitter,0,0,1,0
lebih baik jokowi mundur..,twitter,0,0,1,1
Munas Alim Ulama PPP di semarang. menghasilkan lima rekomendasi saya  dan kriteria-kriteria bagi Calon Wakil Presiden yang akan mendampingi Bapak Jokowi di 2019 mendatang.  Romahurmuziy,twitter,0,0,0,0
  Luar biasa pencerahan nya.. Saya merasa gagal sebagai anak ekonomi..         ,twitter,0,0,0,0
"          Kafan berasal dari budaya yahudi, kenapa umat Islam mengklaim ?      ",twitter,0,0,0,0
Oleh rezim sekarang atas kendali Negara Cina Komunis yang menjadi patron tunggal rezim anti islam ( Jokowi ),twitter,0,1,1,1
    itu tanda nya mau pilkada dan pilpres,twitter,0,0,0,0
Misi4: Membangun masyarakat  yang gotong royong toleran dan harmoni selaras nilai budaya Jawa Barat yang luhur  No 3 Jabar Asaya ik  Asaya ik menang,twitter,0,0,0,0
Ketabahan pasangan En Taufiq dan Puan N  iyana yang wajar dicontohi.. jom kita beri sumbangan untuk meringankan beban pasangan ini... come on twitter do your things!     bisa N - 0510541000096745   Bank Islam - 05058020145124   (N  iyana bte Abdul Raziff)  ,twitter,0,0,0,0
"    Apaansi tai baru gitu doang belagunya udah selangit. Ga inget ada karma? Ntar  beberapa  tahun lagi kalo idol lu flop, gua ketawa paling keras.      ",twitter,0,0,0,1
    celeng kangen gue ya    ,twitter,0,0,0,1
"   Terangi Negeri dengan budaya , yuk pada visit ke purwokerto  ,mumpung Ada even rakyat.  .   purwokerto   extravaganza banyumas  ",twitter,0,0,0,0
"  Presiden itu punya dana taktis, dia bisa menggunakan untuk kepentingan rakyatnya di luar program2 pemerintah yang sudah ada. Soal program banyak sekali: ada pembangunan infrastruktur, KIP, KIS, sertifikat  tanah, perhutanan sosial, BBM 1 harga, padat karya,  ",twitter,0,0,0,0
  Aamiin ya Allah     ( Timnya Kinan aja sampai pelatihan ular karena dia dapat di rawa-rawa. Aku dapatnya di sungai gede gitu dan musuhnya buaya    ,twitter,0,0,0,0
    MAJU KAMU NGATAIN MAMA AKU BOLOT    ,twitter,0,0,0,1
"  Grombolan Kadal Jidat gosong,memang  begituu, sukanya ribut tapi kalo grombolanya yang salah pura2 Budek..Dasar Grombolan Cingak rang     ",twitter,0,0,0,1
      Segitu gentarnya dia takut terhadap Kafir...  ,twitter,0,1,0,0
       betul padahal saracen juga siapa sehingga akun yang kritis dianggap saracen kan aneh jokowi,twitter,0,0,0,1
  siapa bego lu bukan temen gua najis dah kesel sendiri gue    ,twitter,0,0,0,1
    Kafir kristen selalu buat ulah,twitter,0,1,0,1
"    Tau dong, bau baunya udah keciri ini sipit buluk      ",twitter,0,1,0,0
"    kayak memegang, bukan mucikari      ",twitter,0,0,0,1
"  Guru TK Dharma Wanita Persatuan Desa Plumbon Porong Deklarasi anti HOAX ,Ujaran kebencian, issu sarah dan mendukung pilkada damai  ",twitter,0,0,0,0
  Anjir serem maennya begituan             ,twitter,0,0,0,1
  Kayaknya bisa? Atau cuma bank tertentu ? Bilang aja mau jual uang asing/tukar ke rupiah    ,twitter,0,0,0,0
        Onta yaman ni  setahun lagi gua deportasi  lo    ,twitter,0,1,1,1
Hati-Hati Berita Pilkada yang Berbau Hoax  madiun  madiuntoday  100 tahun madiun  Kota Karismatik Madiun  tolak cukai ilegal  Kunjungi juga,twitter,0,0,0,0
  anak cocot ya ini      ,twitter,0,0,0,1
   udah ketauan HOAX ya Fahri mangkannye kalau  ambil berite tuyang update jangan dari tong sampah diambil terus di SS taunya berit udah,twitter,0,0,0,0
Mantaaap DM dekat sama Banser bang  ,twitter,0,0,0,0
"  ternyata ada lebah yang gak suka bunga, tapi makan bangkai. gue penasaran madunya kaya gimana ",twitter,0,0,0,0
    Pantas indonesia mundur dalam segala bentuk,twitter,0,0,0,0
        Naahh yang dongo yang bilang hekell hahaha    ,twitter,0,0,0,1
        Hahahaha blunder lu cebong... yang gak ngasih tuh pemerintah pusat dengan Alasan HAM... kalau rakyat aceh ya mau kali pun.. Cobak kau datangi pemerintah bilang suruh buat hukum islam kaffah di aceh... Kalau DPR ,twitter,0,0,1,1
BANGSAD GUA DAH NYELEM AMPE BAWAH2 BALIK lagiI KE ATAS!1!    ,twitter,0,0,0,1
Saya tak bisa dipancing-pancing dengan urusan penistaan atau bukan. Saya hanya berbicara pemahaman saya tentang fiksi dan kitab suci.,twitter,0,0,0,0
        Cebong kacung itu kata temen gue dungunya sampe ke tulang sum2..jadi jangan buang2 energi debat sama mereka..        ,twitter,0,0,1,1
  partai KORUPSI SAPI......goblog...    ,twitter,0,0,1,1
"  Signal kontol !! Pemeliharaan apalagi ini ? Niat gak sih ? Login twitter doang susah amat, gimana mau open redtube ? Cetan !!        ",twitter,0,0,0,1
    Matane aku moh aku kafir                 ,twitter,0,1,0,0
  Jadi inget fesbuk anjir lupa aku    ,twitter,0,0,0,1
    kalo aing sih bakal bilang     hilih kontol          ,twitter,0,0,0,1
"  Nikita Mirzani udah pake hijab, yang masih ngomong cebang cebong udah pernah fantasiin doi belom? Uh ah!!  cokoRers      ",twitter,1,1,1,1
"    Tatapannya dialihkan ke arah lain, enggan menatap pria mencurigakan itu. Lagipula, siapa yang pertama  kali membuat gaduh suasana? Jika Angie tidak menemukan ada seorang pria asing yang tidur di sofanya, kejadian seperti ini tidak akan terjadi.  ",twitter,0,0,0,0
Lahir dan berkembangnya gerakan komunis di Indonesia tidak dapat dipisahkan dari sebuah oranganisasi yang bernama ISDV    ,twitter,0,0,0,0
Shaheizy Sam wajah baharu Calpis    ,twitter,0,0,0,0
"      Ya, terserah lo aja.     Balasnya kembali fokus kepada kerjaan kita.    Kami mengerjakan tugas project Seni Budaya hanya dalam 2 hari, setelahnya langsung dikumpul dan dipresentasikan. bersyukur  nilainya memuaskan.    Setelah kejadian project itu kami makin  ",twitter,0,0,0,0
Ga bakalan bro,twitter,0,0,0,0
KELAKUAN bodoh   masuk KATEGORI perbuatan TIDAK MENYENangkaN  Kelakuan sontoloyo   sangat MENGANGGU persatuan BANGSA  Kelakuan NAIF   secara TIDAK LANGSUNG sebagai bentuk INTIMIDASI terhadap ULAMA  Kelakuan  ,twitter,0,0,0,1
Monyet Turun ke Pemukiman Warga Cibadak Sukabumi -   ,twitter,0,0,0,0
"    Kotor ga masalah yang penting bahagia warganya, cebong mana ngerti      ",twitter,0,0,1,1
mau giveaway taplak meja tapi nanti yang menang cuma therichchenle    ,twitter,0,0,0,0
    : Sudah kebuka satu demi satu kebusukan kubu anies sandi yang menang dengan tanpa berkah    dan Prabowo berusaha cuci tangan,twitter,0,0,1,1
                     BODO BANG    ,twitter,0,0,0,1
"      Bikan Kaya Orang Bego,Bro ?Tapi...Memang,BEGO.      ",twitter,0,0,0,1
KLHK Upayakan Pemerataan Ekonomi Melalui TORA di Kawasan Hutan dan Perhutanan Sosial - Tribun Medan,twitter,0,0,0,0
"    Pak   Mahfud MD sudah berpaling dari Allah SWT Pemberang, demi bangsa ajak semua Buang Islam  ",twitter,0,1,0,1
    Orang2 bego kebanyakan minum   makan kotoran onta ...otak nya somplak    ,twitter,0,0,0,1
Apa yang terkuak semuanya sudah jelas sejak awal memang itu strategi kampanye kami di tim pemenangan anies sandi   ,twitter,0,0,0,0
"      Warga Baduy setelah selesai memperingati tradisi Seba di Pendopo Pemkab Lebak akan dilanjuntukan kembali bertemu  dengan Gubernur Banten Wahidin Halim hari ini, Sabtu (21/4)  Seba Baduy 2018       ",twitter,0,0,0,0
Lembaga2 anti-korupsi masa lalu bubar karena sentuh kekuasaan. Giliran KPK kenapa PDIP partai politik penguasa yang apalagi ngotot ingin bubarkan KPK?,twitter,0,0,0,1
"        Justru mas kalo menyuduntukan salah satu agama tertentu malah bahaya,itulah pak rocky ini cerdik. Dia bisa nyusun kalimat yang tepat  pantas digunakan,Inti dari ini dia mau kasih tau pngertian fiksi sebenarnya,ayolah mas nya ",twitter,0,0,0,0
Para Pendukung Capres gagal Move On salalu sibuk Urus asing bawa kabur uang Rp 35 T. Tapi nggak sadar kenapa asing bisa kabur bawa uang sebanyak itu tanpa didukung Pribumi ASU. Mustahil asing bisa. Pribumi hanya diam kalau disogok. Mental kacung emang.   ,twitter,0,1,1,1
    :     Lo rabun apa budek? Gue nulis gak ngomong! ,twitter,0,0,0,1
Bismillah nahan sepo yang terkutuk    ,twitter,0,0,0,1
"    Brahahahaaa, Cebong nya NgAhok !        ((( cebong belum cebok )))             ",twitter,1,0,1,1
"  Apdet status bikin tugas2 kelar gak ya? Kok jancuk sekali, jembut!      ",twitter,1,0,0,0
"    Pak   walaupun Anda Muslim, sebagai pejabat negara, Anda harus bertindak demi bangsa & negara  ",twitter,0,0,0,0
"  12. Ikan yang sudah sembuh dari sakitnya dan yang masih terselamatan (bagus, laik jual) harus dipisah atau diseleksi dari ikan yang cacat permanen untuk pemeliharaan lebih lanjut.    kesehatan ikan      ",twitter,0,0,0,0
artinya APA ? Pribumi sadari & lihat siapa mereka ? KECUALI KALIAN sama-sama CINA KOMUNIS / MISIONARIS abaikan tweet ini usir cina Indonesia,twitter,0,1,1,1
Presiden yang anda tuduh Rezim anti Islam sudah banyak berbuat untuk Negeri ini sudah banyak berbuat untuk umat...   ,twitter,0,1,1,1
    Manusia bangsad     ,twitter,0,0,0,1
     tapii ingat ya. Jangan sampe Cina mengenalkan wisata Haram jugaa ke indonesia hahaha,twitter,0,1,0,1
     Nanya di mana Prabowo dan PKS saja Bib kan asoy tuh dianggap antek Prabowo dan antek PKS. Hidupmu pasti lebih dramatis,twitter,0,0,1,1
"  Persahabatan Salah-Lovren ini jadi bukti bahwa beda suku, agama, ras, bukanlah halangan dalam membina hubungan dengan sesama umat manusia.    Perbedaan justru menjadi warna tersendiri dalam menjalin pertemanan. Terima kasih, Lovren-Salah!  ?  ?  Favourites  BFF  Bro  ",twitter,0,0,0,0
"        Sama aja lah lae,meskipun sudah turun menurun tapi ideologi pki selalu  melekat di jiwa mereka.      ",twitter,0,0,1,1
"      :   Saya juga sebel kalo ada yang ngerokok sambil naik motor, yakan kadang engap kalo ditutup terus apalagi macet      ",twitter,0,0,0,0
"      Udah minta maaf kunyuk   bro.  Enak begitu rasan mereka....sebar hoax, minta maaf....sebar hoax lagi, minta maaf lagi.  Mesti disapu dulu   biar jera nih orang....     ",twitter,0,0,0,1
"  Hello warga jakarta, Wakil Kepala DPMPTSP Provinsi DKI jakarta, Bapak Denny Wahyu Haryanto mewakili Wakil Gubernur Provinsi DKI jakarta membuka acara     2018 Junior Chamber International (JCI) Indonesia National Event      setia melayani jakarta  ",twitter,0,0,0,0
"  2. Selain perkuat jaringan, Gubernur   juga menekankan perlunya menguasai state of the a   knowledge serta bahasa selama merantau di luar Indonesia    ",twitter,0,0,0,0
Pandangan TGB terhadap Agama dan Politik,twitter,0,0,0,0
    : Provider brengsek    ,twitter,0,0,0,1
Susilo Bambang Yudahoyono Presiden RI ke 6 meminta Khofifah Emil untuk dekat dengan masyarakat  . No 1 Bisa !   bagus ,twitter,0,0,0,0
      Yang dungu itu orang yang mau ganti presiden!!! tapi ga tau siapa!!! Mikiiiir!!!!    ,twitter,0,0,1,1
    : Bokep cewek bispak bandung ngentot Croot Di Dalam    Download Full :      ,twitter,1,0,0,1
  kampret complain rag ditanggepi fuck    ,twitter,0,0,1,1
Kamu kok kaya jablay gitu  maunya dijemput pake mobil    ,twitter,0,0,0,1
Lihat memek tante    ,twitter,1,0,0,0
Sementara itu   kerjanya musuhi dakwah Islam & bubarkan HTI..! Rakyat juga berhak lengserkan jokowok tukang pencitraan!!,twitter,0,1,1,1
"          hah, katanya saling  melengkapi . orang buktinya kamu juga goblok. gimana si?      ",twitter,0,0,0,1
"    Tidak!  kata salah seorang Khalifah Rasaya idin itu,   kami dahulu memerangi orang kafir bersama mereka .   Kalau begitu, mereka orang-orang munafik .   Tidak juga. Sebab, orang muna  ",twitter,0,1,0,1
                                    dia doyan nete bun jadi maklumin    ,twitter,1,0,0,0
  nek ndelok match terkhir celsi sih kudune menang mudah emyu... Tapi yo embuh sih celsi kacrut ki raiso diprediksi         ,twitter,0,0,0,1
  Yakali Pak TNI suruh urusin sampah plastik...  ,twitter,0,0,0,0
"      Itulah yang di khawatirkan dari manuver politik dan kebijakan yang dilakukan oleh rezim ini, semoga hal tersebut tidak akan pernah terjadi di NKRI tercinta, Aamiin..      ",twitter,0,0,0,0
"  Permadi Arya melaporkan Rocky Gerung ke polisi? Serius tuh?         Kitab suci itu fiksi,     kata Rocky.    Pernyataan itu salah? Anda merasa terhina? Wait. Bukankah biasa penganut agama A menganggap kitab suci...  ",twitter,0,1,0,0
  bajingan tengik memang    ,twitter,0,0,0,1
Kok bisa  pake buruh Cina? Kan rakyat sendiri bnyak pngangguran.Dasar rejim kodok!,twitter,0,1,1,1
