original_text,source,pornografi,sara,radikalisme,pencemaran_nama_baik
"yang lucu adalah, ktika ada yang ngasih caption gini   ayo jihad! Bunuh semua kafir!  

Wakakakakakakakakaka... Aselik bikin ngakak!",twitter,0,0,1,0
  kampungan banget komen lu.  Kayak gini aja dipermasalahin. Sesuailah kenapa dia bisa masuk situ.  sedangkan  kalau punya sodara   orang dalem   aja bisa apalagi ini cucunya mantan presiden.  Take it easaya  shayyy.,instagram,0,0,0,0
"Udaah cantik, seksi, bohay, rambutnya bagus, suaranya bagus, acting di video clip atau dimanapun bagus.. inspiratif banget mbak Anggun C Sasmi..",instagram,0,0,0,0
 rempoong ya situ ngurusin hidup orang   dia mau nikah siri sara sere ya urusan hidup dia ngapain orang laen yang rempong ya *tepok jidat,instagram,0,0,0,0
"wakakakakaka Kalo itu baru dicukur fah, biar makin lebat  kalau jembut udah tumbuh rul?  ",twitter,1,0,0,0
"BAHAN COLI 
 bokep semi  bokep indo  sepong  amoy  bisaya r  lonte  jablay  crot  igo  amoy sange  panlok  sange  ngewe  memek  tante  ngentot  seks  janda  seksaya   bispak  birahi  toket  puting  jilmek  seks  kontol  SANGE_AAAAAAAAAAH ",twitter,1,0,0,0
 oke pak saya mau bertanya .. Apa kah orang papua harus memakai sunblok terus supaya kulit mereka tidak gosong?,twitter,0,1,0,1
" heh kontol, jan sok pemes lu di rp, muka kek memek, orang tua lu kek monyet, agama lu aje agama kontol 38",twitter,1,0,0,1
"Foto Memek Sempit Anak SMP Gadis Perawan: Foto Memek Gadis SMP Perawan – Lagi-lagi anak smp perawan, tapi kali...  ",twitter,1,0,0,0
"Somad Sebut Bom Bunuh Diri Sebagai Mati saya hid, TV One Berikan Somad Panggung di Dai Ramadhan     Bulan Ramadhan tinggal menghitung hari, media televisi mulai memberikan tayangan-tayangan yang berhubungan dengan siraman rohani untuk mengisi bulan puasa selama sebulan.  TV One rencananya akan menayangka n ceramah-ceramah yang diisi Ustad Abdul Somad, sebelumnya seperti diketahui oleh publik bahwa Somad merupakan sosok yang radikal dan ajarannya sering bertentangan  dengan nilai-nilai kemanusian dan kebangsaan.  Baru-baru ini ada lagi kontroversi yang dilakukan oleh Abdul Somad mengenai pembom bunuh diri yang disebut dengan mati saya hid bukan mati konyol.  Jika tayangan seperti demikian disiarkan setiap hari tentu akan mempengaruhi sel-sel teroris yang bangkit  dan memecah belah persatuan bangsa.  Berikut ceramah Abdul Somad yang bertentangan  dengan kehidupan berbangsa dan bernegara.  
",kaskus,0,1,1,1
"PKI ga akan membunuh, menggorok, menembak kepala, mengebom Rakyat Indonesia saat ini. Tapi Kelompok Khilafah Pro ISIS yang bisa bunuh saat ini",twitter,0,1,1,1
"Hai ka..::tersedia untuk aksesoris wanita/pria nya, cincin lafadz dan gelang yang mempunyai motif menarik dan Pas di tangan, hanya di toko kami.. ",instagram,0,0,0,0
Nikahnya diem2 seakan ngumpet dari  sesuatu sampai kadang2 sering ngelak kalo dah nikah... ((amit2 jangan sampe cerai)) terus pas cerai baru diumumin di tv ngakuin kalo dah nikah ma  si ini ono ncrot (biar apa coba?),instagram,0,0,0,0
 setau saya Karti ka Putri masih gadis dia sebenarnya udah mau serius sama kakak nya jedar Erick Iskandar sampai jadi mualaf,instagram,0,0,0,0
"  heh kontol, jan sok pemes lu di rp, muka kek memek, orang tua lu kek monyet, agama lu aje agama kontol 38 jancok anjing",twitter,1,0,0,1
" Buktinya ente belum balas PM saya, bos! Perumnas sebelah mana nih? Dasar hoax.   ente protes sama orang yang pada minta nocan sama lokasi tapi sendirinya minta.. GOBLOK!!! SINGLE KENE!!!
",kaskus,0,0,0,1
Makanya pahlawan bangsa gue Indonesia pake senjata buatan kafir selain bambu runcing buat usir panjajah kafir....nah keturunanya  Sekarang  pada ketakutan juga diusir pake produk kafir,twitter,0,1,1,1
"  Allah Jika Mereka Menempuh Cara2 Curang untuk memenangkan  Si Penista Agama, engkau Kirimkanlah MALAIKAT MAUT untuk menyeles   ",twitter,0,1,1,1
"yang terasa itu radikalisme semakin kuat. ISIS bahkan sudah menyerbu marawi, Filipina. Berlomba2 dirikan khilafah di RI melalui HTI, FPI",twitter,0,0,1,0
" iya kesel udah kalah debat gua diblok lagi,      kelihatan yang tolol siapa. Kesel gedekk gua ",instagram,0,0,0,1
"  fans boleh dek tapi jangan sampe ikut merubah kodrat itu dosa dek sama aja kayak kamu gak menghargai apa yang dikasih Allah ke kamu ,padahal tampang kamu gak  jelek sayang kalo Ampe kamu kayak gitu",instagram,0,0,0,0
Ga usah tunggu lama dadamu yang DISUMPEL silikon bakal MBLEDUG karena Alloh ga suka umbar2 yang wajib ditutup.,instagram,0,0,0,0
"yuk ahh
 sange  ngewe  memek  tante  ngentot  seks  janda  seksaya   bispak  birahi  toket  puting  jilmek  sangek  seks  kontol  abg  pentil  payudara  bokep  horny  bokepsemi  bokepindo  sepong  amoy  bisaya r  lonte  jablay  crot  igo  amoysange  panlok ",twitter,1,0,0,0
"Malam jumat waktunya bunuh semua kafir   alhamdulillah  Malam Jum    at,

Yuk Semuanya (cont)  ",twitter,0,0,1,0
Menurut gua sih terserah ka lucinta luna aja ..yang penting bukan gua yang pamer2 tete..selagi  dia bahagia why not?? ,instagram,1,0,0,0
"  GOBLOK LU! HASILNYA APA CUY? JANGAN BILANG GADAIIN NEGARA BUAT BAYAR HUTANG ! GOBLOK!    Hasil nya udah kelihatan buka Mata Lu goblok ...  Lagian hasil pinjaman jaman siapa ??  Goblok Lu ..   Mau ibukota pakai becak ??? Lu orang jakarta bukan ?? Goblok amat
",kaskus,0,0,0,1
"Semoga para mujahid tetap istiqomah melanjuntukan perjuangan melibas para kafirun Semakin ngelunjak gue liat ni mino 
",kaskus,0,0,1,0
" fuck you Ethan Zuckerman   yang terakhir sih yang ngeselin sialan tuh penemu pop up Paling terakhir bikin ane   woo,..wooo,..woooo,stop it guys,.... chill out!!! dia udah minta maaf,..key niat awalnya dia baik kok ngciptain jendela-jendela yang suka muncul tiba-tiba waktu lagi browsing walaupun kita lagi ngerjain yang penting tetap muncul juga pop up nya,... Damn,sh!t,....fuck you ethan !!!    
",kaskus,0,0,0,1
" yang penting agama coy..kalau agama kuat insaya Allah semua baik2 aja.  Jangan mau diboongin agama bray...  nikah itu yang paling penting kepribadian dan kejujuran, agama nomor sekian...  lu dapet istri yang berjilbab atau maksa istri lu berjilbab, emang ada jaminan istri lu gak kasar, gak membangka ng, gak selingak uh, gak nipu, gak berbuat kriminal, gak meleduk kayak teroris...? 
",kaskus,0,1,1,0
"masuknya agama K ternyata gak ngubah masyarakat  papua ke arah yang lebih baik. ajarannya cuma ngemeng kasih kasih kasih doang sih 
",kaskus,0,1,0,1
Aku ga pernah ky gitu kan anak baik2   pengen ngewe ama seseorang temannya...siapakah dia?? hmmm perve  ...,twitter,1,0,0,0
Anuku rusak si sepong lonte   Sirsak si jambu mente Kontol ku rusak di goyang (cont)  ,twitter,1,0,0,0
"kalo dalam Islam..emang yang menhancurkan Islam kan orang Islam sendiri..  begini nih kal Ngaku Muslim tapi menjelekkan muslim yang lain..akhirnya Allah SWT membukakan aib dan dosa mereka sendiri !!  AZAB   2019 ganti presiden  GANTINE SOPO ??
",kaskus,0,0,0,0
 yang kaya gini mendidik?  Tolong kondisikan artis  yang udah jelas punya bakat aja pakaiannya gak gini gakan berani kalo pakaiannya begini lah ini macem lonte gak mendidik,instagram,0,0,0,1
"Allahu Akbar yang dibunuh itu para kafir yang tidak mau menyembah Allah Ingat! Perangi para kafir dimanapun mereka berada, pancung kepala dan jari jarinya hanya Allah yang boleh ditakuti
",kaskus,0,0,1,1
"Aku malah fokus sama pelukannya   almarhumira.. Dia mungkin  kayak aku kali yaaaa lebih seneng deket ke bapak soalnya kan bapak itu jiwanya lebih tenang, berwibawa, sama lebih mau nurutin kemauan anak   jadi lebih deket deh",instagram,0,0,0,0
"  eh,,udah gak bisa 1 liga ngirim 5 wakil ya?          brarti  1 liga maks 4 sekarang?    ?? ente nonton match mana bre?? kalo match chelsea vs liverpool seru sih,,,  ???????????  Seru liat liverpool nyerang   Keep park the bus flying high..  Feeling final FA bakal kaya match catur nih (boring) gak ada yang mau nyerang  Ayo TAYO FC!!! Tumpuk pemain di depan gawang. Bola datang buang, tendang ke depan, bodo amat gak kena teammates, yang penting cleansheet Keep Tayo Blue Fc Flying High
",kaskus,0,0,0,0
"Ganyang can   Hari gini masih mau dijajah cina, untuk apa merdeka “  Hare gene masih RASIS, kembali ke jaman purba",twitter,0,1,1,1
"isi sloot malam ini kak masih banyak sloot yaa.
avail JOGJA
 open BO jogja
 avail jogja
 bisaya r
 MEMEK BASAH
 bisaya r jogja
 bispakjogja
 cewek bookingan
 video bokep
 bo jogja
 mesum
 fullservis
 Kuliner Lendir
 ML
nb: d jamin real pict
no DP
tidak harus jadi member!
move WA",twitter,1,0,0,0
Berantem aja udah ayo cit          w thanks yaa pak  Si monyet papua hbd ya haha  jangan lupa sama gua traktir nya         ,twitter,0,1,0,1
I added a video to a    SAWERAN HOT REMAS SUSU SAMPAI MUNCRAT - Saweran Heboh Remas SUSU 2016,twitter,1,0,0,0
"Itu buah dada nya bisa ga di pamerin mulu, kita yang benar2 wanita jadi malu tau.. Udah palsu di pamerin lagi.. Miris nya",instagram,1,0,0,0
" Ga usah sibuk mikirin kleb orang tong  Musim depan lu maen limajum dan Hazard bakal cabut dari Chelsea  Auto tambah medioker lu tong                   Bacot bau tai lu anjink  MAkan tuh pogbabi Cuma modal goyang bool doang    Untung my yuve dapet crot 7 
",kaskus,1,0,0,1
"Jika bisa di ibaratkan indonesia adalah tubuh manusia maka jika ada salah satu anggota badan yang sakit pasti semua akan merasakan sakit, jika tangan kanan kena pisau tangan kiri pun berusaha untuk menutupi lukanya itulah kita karena kita adalah INDONESIA",instagram,0,0,0,0
"Emang suara lu gak keselek jakun, tapi suara lu kayak orang lagi pilek kaga selesai2",instagram,0,0,0,0
" Salam kenal buat semua  ane nubi nih di go car..  Forumny ini bener ga?      bener bray.tapi jangan narik gocar lah,narik grep aja.gocar sepi kata preman dimari.tupo cuma mitos
",kaskus,0,0,0,0
"  paling jijay cinak sengaja ngelacur ke negara miskin afrika titid negro katanya negara maju cuuyyy tapi memeknya ngobral ke negro bosen punya cinak yang mini kayak si mahok   najis tiko indon ngaku cari duit halal padahal meki lontenya digaruk sesama item dekil macam negro, bangladesh, sri lanka   rohingya. udah enek sama titid indon yang Ciut item dekil kaya si babi berisik petamburan  
",kaskus,1,1,0,1
"Yampun samaaaa hop T.T nyeseel tauuu gek jadii wagu gitu hhu  AAA, aku jadi item gosong kaya orang papua tau ga sih dop. Bete  ",twitter,0,1,0,1
"1.rosulallah hidup di kota mekkah selama 13 tahun ,kmudian beliau di usir oleh kaum kafir quraisaya  ,dan rosul hijroh ke madinah brsama sahabat",twitter,0,0,0,0
Selalu juara bagi ku kaka  tiada yang lain lagi sebab kak luna lebih cantik dari pada semua nya... apa lagi yang iri sama kaka luna banyak sekali bnyak banyak yang nggak tau diri eemmm.. banyak yang muka kayak aspal panas emmmm yang selalu kelihatan jelek nay,instagram,0,0,0,0
" Mau ngetroll? Hmm   Akuk hanya tanya kau pernah bertemu  dimana tong, di pasar, di cafe atau di alam mimpi. Kau tinggal jawab saja 
",kaskus,0,0,0,0
gue tipe orang yang ngga terlalu mempermasalahkan pakaian wanita (mau terbuka ataupun tertutup yang penting sesuai tempat aja). tapi liat video ini ko agak aneh ya. Baru kali ini ada video clip di indonesia yang modelnya pakek baju renang walaupun emang settingnya lagi dipinggir kolam   agak geli gimana gitu liatnya. Kira2 kalau muncul di tv kena tegur KPI ngga ya?!  ,instagram,0,0,0,0
" Januari ini kalo diliat dari statement mou jadinya ga beli siapa2 yah  Weh semoga ga banyak yang cedera aja asal konsisten ane yakin dah champions league dapet   lawan bristol aja kita keok kok mo ngarep ama piala lc gan mimpi kejauhan   ggmu
",kaskus,0,0,0,0
 liat pinggang.a itu keliatan jaitan opras.a .. jantan x berdiri.a ... n body bencong tetap aja nampak ya an ...,instagram,0,0,0,0
"dasar goblok, opm RMS itu tugas TNI bukan densus, teroris mewek mulu  perusuh papua, RMS, OPM kebal peluru densus 88..",twitter,0,1,0,1
"Aku keluarin di mana beib? Oohh yeah. oohh oh ohh Kamu da bawah yah,siap yah bleess,memek kamu sempit beib",twitter,1,0,0,0
"my fren say   Sebelum Papua pisah dari Indo, mending kita ke Raja Ampat aja   eaaaaa... Sekalian ketemu Funky Papua lah haha",twitter,0,0,0,0
Welleh..wellehh...eh bencong...lu sadar gak sih...suara lo suara hidung..SENGAUUU.....gak ada merdu2nya dikitapiun.....malah NGERIIIIII dengar suara lo kalau malam2....kek dengar suara kuntilanak...tapi kunti BENCONGGGGGG....,instagram,0,0,0,1
"Open vcs and member, chat wa  085865115634 Buruan ya sayang emm
 cewe sange  peler  tantegirang  mahasiswi  sepong kontol  sagapung  chat seks  open vcs  pap  hijab  jilboob  jilmek  grup line  kontol lagi gede  puting  nyepong  mesum  grup  gabut  lesbian  avail bali  bobali  bispak bali  bo  ",twitter,1,0,0,0
Jaman sekarang orang yang bener2 talented kalah telak sama manusia jadi-jadian yang tiap hari cuma pamer toket sama meki buatan duhhh  ,instagram,1,0,0,1
"JIHAD bukanlah mebunuh rakyat sipil yang kafir dengan cara BOM BUNUH DIRI, jadii kalo ada yang mengatasnamakan Allah ktika bom bnuh diri, ITU PEMBODOHAN!",twitter,0,0,0,0
CeWE CAKEP tapi BEGO.PANTES GaK LAKU.SI AHOK CINA BAU TAI.MAKAN BUBUR ENCER.AHOK FAHAM KOMUNIS.MENISTA ISLAM & KRISTEN,twitter,0,1,0,1
"rela bolos kerja buat demo berjilid2 ngurus akidah kafir?
Logika pekaes dan gerindong... Teriak intoleran dengan cara intoleran, usir-bunuh!",twitter,0,0,0,1
"  nusantara yang harus mewarnai islam, tapi islam yang harus mewarnai nusantara   Iya maksudnya mewarnai nusantara dengan  khilafah dan pro ISIS kan?",twitter,0,0,1,0
Goblok..sabang wi jeneng seneng enek nang papua kono lo..merauke sampai sabang..   sabang    i bahasa jawane merah pok ,twitter,0,0,0,0
Kenapa jarak susu sama pinggang berdekatan ? Kalo orang tinggi semampai harusnya perutnya juga agak jenjang dikit gitu... Bukan perut pendek begitu...,instagram,1,0,0,1
" Baca surat si orang bom bunuh diri, ada kata kafir, cari lah makna kata kafir sebenarnya dalam Quran ..",twitter,0,0,1,0
" heh kontol, jan sok pemes lu di rp, muka kek memek, orang tua lu kek monyet, agama lu aje agama kontol 38 jancok anjing",twitter,1,0,0,1
ribut   ganyang cina tuh.... koruptor kalau mau diganyang mah mereka maling   duit negara...  lo   pada diem aja kaya... kambing congeee,twitter,0,1,0,1
"kategori how to biasanya banyak apalagi how to make a baby , atau how to make a woman pregnant
",kaskus,0,0,0,0
  anak aku gituu juga padhal baru umur 2 tahun dan 1 tahun hiks hiks hiks..padahal 24 jam sama aku.. Gak pernah mau kalo disuruh   kiss mama  ..tapi kalo ayahnya tanpa disuruh udah mreka   kiss kiss kiss everyday    ,instagram,0,0,0,0
"hijrah memang gak mudah, buktinya Rasul yang dijuluki al-amin harus hijrah dari Makkah ke Madinah tuk dirikan Dar al-Islam  Khilafah",twitter,0,0,1,0
" KETEMUAN AJALAH , BERHENTI LO BACOT DISINI. PUNYA NYALI GAK SIH ?  Ane lagi sibuk sekarang gan, orderan tokped ada 100 order, lumayan cuan  100.000 x 100 = 10.000.000. emang  sih pegawai yang proses tapi tetep harus ane kontrol.. nanti kalau ada waktu luang bolehlah kita ktm, ane traktir ente.  Maaf ya kalau ada salah2 kata, ane ga maksain kok karena kapasitas tiap orang beda.
",kaskus,0,0,0,0
keluarga sudah ke menggunakan hak pilihnya pagi ini. Jangan lupa bagi warga jakarta untuk datang ke tapi  sebelum jam 1 siang!,twitter,0,0,0,0
Siapa lagi yang harus memikirkan masalah umat bila bukan kita. Mari bersama kita perjuangka n kebangkit an islam dengan penerapan syariat  Islam & Khilafah,twitter,0,0,1,0
"Biasa jihad pan ,gak ah nanti gua jadi tersangka  petasan bunuh diri   Kenape pin ? Main petasan yuk pin hahaha Sedi",twitter,0,0,1,1
" beserta keluarga, di undang2 tersebut dijelaskan pula keluarga yang dimaksud anak dan mantu, di dalam dan di luar negri.. lengak ap ada penjelasannya dalam undang2 tersebut",instagram,0,0,0,0
Kok gue geli ya..liat tuh body... Kayak gue beli ayam potong utuh.ga tak masak tapi gue cantolin...idihhh..,instagram,0,0,0,1
"twit  parah !!   ikutan dong masih bugil dikamar , puting aku kok warna nya pink yaaa ? Memek masih sempit nih bar",twitter,1,0,0,0
" Sudah2. Sampe bold segala Di hari libur gini tenangka n pikiran saja. Ngajak berantem kok sama psikolog hehe. Bisa mendidih anda delusi kaw kimak. anak perek paket hemat cobak kaw towel duluk pukik mamak kaw yang dower bergelambir macam babat digantung ituk  
",kaskus,1,0,0,1
"Anda boleh menghina kami, tapi ketika anda menghina harga diri bangsa kami seluruh penduduk Indonesia akan bersatu melawan anda. Jangan coba2 menyulut api jika anda tidak mau terbakar. Sampah kau",instagram,0,0,0,1
Anjir baru kali ini lihat orang bego mau debat pilkada. Kerjanya nyerang karakter. Shame on you mpok silvy and agus.  Debat Final Pilkada jakarta,twitter,0,0,0,1
"Buahahahahha bego lu punya cita2 salut begitu gue , pengen jadi cewe udah , sekarang jadi hulk ato kolor hantu ijo ni bang :v",instagram,0,0,0,1
Ak heran ama lagu ini .. lagu apa sih ini koh gak ada nyambung2 nya ..,instagram,0,0,0,0
"Pengen jadi wa  awan gue, mayan bisa ngewe gratis Apalagi kesaktian ID Press ya? Saya seringnya pakai untuk keperluan tadi itu.",twitter,1,0,0,0
Beda kristen dengan agama lain > siapa yang percaya YESUS sebagai Juruselamat & Tuhan! Maka menerima ROH KUDUS-sebagai Penolong & Penghibur! *bukan dengan kekuatan kita,twitter,0,0,0,0
"maka itu gue setuju etnis tionghoa jadi honggo baru saja korup duit sebanyak2nya lalu kabur  ngapain kerja keras dan tuangka n segenap tenaga buat konstribusi bagi negara ini? toh ga akan di hargai  semoga muncul next honggo di indonesia   
",kaskus,0,0,0,0
 Mata Najwa Debat jakarta lucu banget jawaban ahok.. gak nyambung. Ditanya apa di jawab apa. Kena skak mat di pertanyaan  isu agama tadi i. Dasar cina tolol hahaha,twitter,0,1,0,1
"Hashtag Khilafah dan HTI hari ini keliatan tinggi.,  Tidak ada Negara Khilafah di NKRI.,  Tidak kah Kalian Tau.,  Kebanyakan Khalifah wafatnya di Bunuh.,  apakah kalian mau bikin negara indonesia seperti itu.,   ",twitter,0,0,1,0
 NGIBULIN ORANG SEINDONESIA LAKIK NGAKU WANITA.. NGAKU HAMIL PADAHAL GAK PUNYA INDUNG TELUR PUNYA NYA TELUR PUYUH 2 udah DI BUANG BUAT MAKAN BIAWAK AJA BIAWAKNYA MUNTAH,instagram,0,0,0,1
"orang minang kalah pilpres saja ingin pisah dari NKRI, kononlah orang papua yang hampir tiap saat harus berhadapan dengan bedil tentara.",twitter,0,0,0,0
2.SEBENARNYA SEDERHANA SaJa PROF. KITA TANTANG SaJa MEREKA.MEMANGNYA kalo INGIN TEGAKKAN KHILAFAH.terus KHILAFAHNYA Siapa ?terus PROVINSI2 seperti PAPUA NTT SULUT dan lain lain yang MAYORITAS NON MUSLIM kalo GaK SeTuJU SaMa KHILAFAH MEREKA AKAN DIPERLAKUKAN seperti APA? DIKELUARKAN dari NKRI?kalo MEREKA INGIN PERANG?,twitter,0,0,1,0
" Meski hanya Show Of Force, preman kafir tetap lempari pemuda Islam Solo dengan batu dan bom molotov  ",twitter,0,1,1,1
"Dah kayak fpi lu be, haha  hajar Cina tabok tonjok banting sikat ganyang abisin cabik-cabik ampe ga bersisa !!!!",twitter,0,1,1,1
Manahan pantat isi nya lemak semua. Gua suuzon. Pas lagi di oplas. Lemak sapi pada nyelip2 di pantat nya,instagram,1,0,0,1
"kau tebak sendiri  la,... kok cemana..biar kau kasih jawaban sama ll itu.. biar dia bareng sama kamuu lombanya.",instagram,0,0,0,0
"Emang negro ga boleh ya bre pake sweater atau kaos yang tulisan nya monyet?  
",kaskus,0,0,0,0
- disaat semua cowok berusaha melacak perhatian gue.  lo lantas remehkan perhatian yang gue kasih khusus ke elo. basic elo cowok bego ! ! !,twitter,0,0,0,1
  siapa yang telat ngasih tau elu? edan sarap gue bergaul dengan cigax jifla calis sama siapa noh licew juga,twitter,0,0,0,1
"  41. Kadang aku berfikir, kenapa aku tetap percaya pada Tuhan padahal aku selalu jatuh berkali-kali. Kadang aku merasa Tuhan itu ninggalkan aku sendirian. Ketika orangituuaku berencana berpisah, ketika kakakku lebih memilih jadi Kristen. Ketika aku anak ter  ",twitter,0,0,0,0
    AKU ITU AKU  KU TAU MATAMU SIPIT TAPI DILIAT DARI MANA ITU AKU    ,twitter,0,1,0,
    Kaum cebong kapir udah keliatan dongoknya dari awal tambah dongok lagi hahahah    ,twitter,0,1,1,1
  Ya bani taplak dan kawan-kawan,twitter,0,1,1,1
deklarasi pilkada 2018 aman dan anti hoax warga dukuh sari jabon,twitter,0,0,0,0
Gue baru aja kelar re-watch Aldnoah Zero!!! paling kampret emang endingnya! 2 karakter utama cowonya kena friendzone bray!  ,twitter,0,0,0,1
"  Nah admin belanja satu lagi po   terbaik nak makan Ais Kepal Milo, Ais Kepal Horlicks atau Cendol Toping kaw kaw.   Doket mano tu ? Gerai Rojak Me  uaku - Taipan 2 (depan TWINS BABY   ROMANTIKA / Bank Islam Senawang)  ",twitter,0,0,0,0
  Enak lagi kalo sambil ngewe,twitter,1,0,0,0
"  Setidaknya gue punya jari tengah buat lu, sebelom gue ukur nyali sama bacot lu  ",twitter,0,0,0,1
        BANCI KALENG MALU GA BISA JAWAB pertanyaan  KAMI DARI 2 HARI LALU.... NYUNGSEP KOE    ,twitter,0,0,0,1
Kalo belajar ekonomi mestinya jago memprivatisasi hati orang. Duh.. ironi  ,twitter,0,0,0,0
Aktor huruhara 98 Prabowo S ingin lengserkan pemerintahan Jokowi.... Nyata,twitter,0,0,1,1
  Bu guru enakan jadi jablay atau guru esde sih. Kayaknya menikmati jadi pecun ini guru.    ,twitter,0,0,0,1
"              Lawan bicara gue gak intelek kayak  lo, yang otak gak punya. Tentang kencing onta, gue mengakui hadis nabi dan itu sahih. Kafir kayak  lo pasti menolak, makanya  lo ahlunnar.    ",twitter,0,1,1,1
Belakangan ini kok fikiran ampas banget ya,twitter,0,0,0,0
Ari sarua beki mah repeh monyet ,twitter,0,0,0,1
Jadi cowo itu harus Gantle kalo ga Gantle itu namanya BANCI !    ,twitter,0,0,0,1
  Slagia menaruh  bom ,twitter,0,0,0,0
"  asu  ya tapi gua jarang ngambek, tacut     k            w gua kan bucin.      ",twitter,0,0,0,0
  kalo kamu noob pasti peluang disakitin nya lebih gede si    ,twitter,0,0,0,0
"    Joko Widodo dinilai sebagai presiden terlemah dalam sejarah Indonesia. Hal ini terjadi bukan saja karena Jokowi tidak memiliki modal dukungan politik yang cukup, melainkan juga karena ketidakmampuan pemerintahannya menghadapi situasi ekonomi g  ",twitter,0,0,0,0
PELAJAR SMA KEC BILAH HILIR DEKLARASI ANTI HOAX   PILKADA 2018 DAMAI,twitter,0,0,0,0
Bandara Udara Internasional kertajati  dibangun oleh Gubernur Ahmad Heryawan tanpa gunakan APBN pemerintah pusat. Insaya  Allah siap beroperasi bulan depan ,twitter,0,0,0,0
"  Siapapun gubernur dan presidennya, rakyatnya, ya kita  juga...  ",twitter,0,0,0,0
Ini si   kerjaannya delay mulu! Setan!    ,twitter,0,0,0,1
menuruntuku pintu sorga ada yaitu pintu sorga yang asli dan pintu hatimu modus banget,twitter,0,0,0,0
 PKI hanya muncul jika jelang pemilihan kepala daerah dan pemilihan presiden karena digoreng sampai gosong.,twitter,0,0,1,1
    Itu mah sudah nenek-nenek saya heran sama cebong biasanya bohong terus    ,twitter,0,0,1,1
"  Islam Nusantara produk JIL, dipasarkan dengan gencar oleh antek  JIL.  Sementara JIL anti Arab, tapi pro asing!  Kata (  almarhum) KH. Hasaya im Muzadi",twitter,0,1,1,1
Dari habis sahur sampe jam 10. Si bayi udah nete 4x. Sekarang rasanya lemas tak terkira  ,twitter,1,0,0,0
  Gak kak emak mah gak demen ama yang sipit             ,twitter,0,1,0,1
"   Kelakuan homok jaman now, ngentot aja sambil live di Blued  gay vid  gvid  lokal hangat     ",twitter,1,0,0,1
"    Ga kak, gua bukan orang jawa maaf yak gua orang palembang soalnya, kakak aja deh yang belajar aksara jawa. Atau kalak mau belajar budaya palembang?  ",twitter,0,0,0,0
Pegawai Guardian training lagi kek Mentang2 gue kek gembel cuman kaos sama Flat shoes nanya dijutekin bangsad emang males belinya juga kabur gua ke matahari    ,twitter,0,0,0,1
 Para Bajingan yang telah melukai Lady harus menerima ganjaran seratus kali lipat!!\   HBD 17th Pelaut jakarta 48    ,twitter,0,0,0,1
ajakan menolak berita hoax dan sukseskan pilkada di wilayah kota keidari :,twitter,0,0,0,0
    Presiden RI Jokowi luar Biasa kerja nya tulus IkHLAs untuk  Rakyat Bersama jokowi,twitter,0,0,0,0
Edan emang goollnya fabiano!!    ,twitter,0,0,0,0
GAPERNAH MENDALAMI AL-QURAN YA BANG??? PANTESAN MULUTNYA KAYA ORANG KAFIR BEJAT HINA farhatabbaslaw    ,twitter,0,1,1,1
"  Sangat terlihat beda sekali Kewibawaannya ,  yang sangat berwibawa cuma gubernur Indonesia     Massaya  Allah...  ",twitter,0,0,0,0
Anjir baru kali ini lihat orang bego mau debat pilkada. Kerjanya nyerang karakter. Shame on you mpok silvy and agus.  Debat Final Pilkada jakarta,twitter,0,0,0,1
"   Gubernur Zaman Now  GusIpul Puti2  Ganjar Yasin1  Djarot Sihar2  Hasan Anton2  Koster Ace1  Nurdin Sudirman3  Karolin Gidot2    Keanekaragaman budaya, suku, agama, itulah sesungguhnya kekayaan kita,  tutur Djarot di hadapan peserta Rakercabisa u ",twitter,0,0,0,0
"      Apa iya Islam itu ga boleh dilokalisasi? lah  Kristen aja mas ada Nusantaranya mas, liat aja di Gereja di bandung ada yang pake gamelan dan ada yang khotbah pake bahasa Sunda/Jawa, ada HKBP juga kurang Nusantara apa?      ",twitter,0,0,0,0
"  Ciptakan Situasi Kamtibmas Menjelang Pilkada 2018, Kapolsek Konang Silaturahmi ke Tokoh masyarakat   ",twitter,0,0,0,0
    positif kok. se-positif respon masyarakat  terhadap - CANgak UL impor - GARAM impor - BERAS impor - JAGUNG impor - TENAGA KERJA impor - ESEMKA impor    ,twitter,0,0,0,0
"          Kata Sembahyang mengadopsi tradisi lokal pada masa kerjaan Hindu.  Istilah sembahyang pun lahir dari tradisi ritus menyembah Hyang (Yang Tunggal), sama dengan shalat menyembah All  ",twitter,0,0,0,0
KAU PENDIKAN TINGGI TAPI BODOH....GaK ADA LARANG BAWA AGAMA..BIAR ORANG ISLAM yang DI BAYAR AHOK SADAR GaK JADI MILIH AHOK GiLA,twitter,0,1,1,1
"       tapi the best ,,,abaikan kaum kampret otak micin ,,,      ",twitter,0,0,1,1
"      , si otak tempurung mah ga usah di ladenin. semakin di lawan semakin Bloon dan Dungu. Dan kalo ga gitu dia ga makan. Hehe      ",twitter,0,0,0,1
"    Awaasss... jangan sampe beritanya sampe ke akhi gerung! Ntar susah nyari kosakatanya. kalau bicara aja micingin mata, bibir monyong kesamping, suara keluar kayak lagi nahan kentut..     politik kotor sekali jaman ini!    . Kalau tahu berarti ini.. paling Sambil kaya nahan ngeden..    dungu!    .  ",twitter,0,0,1,1
pinokio umur 3 taonan tuh.  2019 Ganti Presiden,twitter,0,0,0,1
